Name,Score,User Score,Genre Keywords,Rating,Publisher
Gabriel Knight 3 Blood of the Sacred Blood of the Damned,80,8.6," Adventure General Point-and-Click ",M,Sierra Entertainment
Gabriel Knight Sins of the Fathers 20th Anniversary Edition,74,8.1," Adventure General General Point-and-Click ",NOT PROVIDED,Phoenix Online Publishing
Galactic Civilizations,83,7.9," Strategy Turn-Based Sci-Fi Sci-Fi 4X ",E,Strategy First
Galactic Civilizations Altarian Prophecy,77,7.8," Strategy Turn-Based Real-Time Sci-Fi 4X ",E,Strategy First
Galactic Civilizations II Dark Avatar,91,8.3," Strategy Turn-Based Sci-Fi Sci-Fi 4X ",NOT PROVIDED,Stardock
Galactic Civilizations II Dread Lords,86,8," Strategy Turn-Based Sci-Fi Sci-Fi 4X ",E10+,Stardock
Galactic Civilizations II Twilight of the Arnor,92,8.3," Strategy Turn-Based Sci-Fi Sci-Fi 4X ",NOT PROVIDED,Stardock
Galactic Civilizations III,81,6.6," Strategy Turn-Based General 4X ",NOT PROVIDED,Stardock
Galactic Civilizations III Crusade,86,6.8," Strategy Turn-Based 4X ",NOT PROVIDED,Stardock
GalakZ The Dimensional,78,6.3," Action Shooter Shoot-'Em-Up Vertical ",NOT PROVIDED,17-Bit
Game of Thrones Episode Five  A Nest of Vipers,77,6.8," Action Adventure General Point-and-Click ",M,Telltale Games
Game of Thrones Episode Four  Sons of Winter,77,7.9," Action Adventure General Point-and-Click ",M,Telltale Games
Game of Thrones Episode One  Iron From Ice,77,7.5," Action Adventure General Point-and-Click ",M,Telltale Games
Game of Thrones Episode Six  The Ice Dragon,80,8," Action General Adventure Point-and-Click ",M,Telltale Games
Game of Thrones Episode Three  The Sword in the Darkness,77,7.8," Action Adventure General Point-and-Click ",M,Telltale Games
Game of Thrones Episode Two  The Lost Lords,76,7.7," Action Adventure General Point-and-Click ",M,Telltale Games
Garou Mark of the Wolves,77,8.6," Action General Fighting 2D 2D Fighting ",T,SNK Playmore
Gary Grigsbys World at War,77,6.1," Strategy Turn-Based Historic Historic ",T,Matrix Games
Gatling Gears,76,7.5," Action Shooter Strategy General Scrolling Shooter Scrolling Shoot-'Em-Up Vertical ",E10+,Electronic Arts
Gears of War,94,8.3," Action Shooter Sci-Fi Third-Person Sci-Fi Shooter Arcade ",M,Microsoft Game Studios
Gears of War 2,93,7.7," Action Shooter Sci-Fi Third-Person Sci-Fi Shooter Arcade ",M,Microsoft Game Studios
Gears of War 2 All Fronts Collection,79,7.6," Action Shooter Sci-Fi Third-Person Sci-Fi Shooter Arcade ",M,Microsoft Game Studios
Gears of War 3,91,7.9," Action Shooter Sci-Fi Third-Person Sci-Fi Shooter Arcade ",M,Microsoft Game Studios
Gears of War 3 RAAMs Shadow,77,7.8," Action Shooter Shooter Third-Person Sci-Fi Sci-Fi Arcade ",M,Microsoft Game Studios
Gears of War 4,84,6.9," Sci-Fi Action Shooter Third-Person Arcade ",M,Microsoft Game Studios
Gears of War Judgment,79,5.5," Action Shooter Sci-Fi Third-Person Sci-Fi Shooter Arcade ",M,Microsoft Game Studios
Gears of War Ultimate Edition,82,7.6," Action Shooter Third-Person Arcade ",M,Microsoft Game Studios
Gemini Rue,82,8.4," Adventure General Third-Person General Point-and-Click Sci-Fi ",NOT PROVIDED,Wadjet Eye Games
Genma Onimusha,83,8.7," Action Adventure Fantasy ",M,Capcom
Geoff Crammonds Grand Prix 4,77,8.7," Simulation Driving Racing Formula One Formula One Automobile ",E,Atari Infogrames
Geometry Wars 3 Dimensions,79,6.2," Action Shooter Static Shoot-'Em-Up Top-Down ",E,Sierra Games
Geometry Wars Galaxies,79,7.9," Action Shooter Static Third-Person Sci-Fi Shooter Static Shoot-'Em-Up Top-Down ",E,Sierra Entertainment
Geometry Wars Retro Evolved,76,8.6," Action Shooter Static Shooter Static Shoot-'Em-Up Top-Down ",E,Bizarre Creations
Geometry Wars Retro Evolved 2,90,8.3," Action Shooter Static Shooter Static Shoot-'Em-Up Top-Down ",E,Bizarre Creations
Get Even,75,7.8," Modern Action Shooter First-Person Arcade ",NOT PROVIDED,Bandai Namco Games The Farm 51
Ghost 10,80,7.3," Action Adventure ",NOT PROVIDED,@unepic_fran
Ghost Master,81,7.9," Strategy Real-Time Fantasy General Fantasy ",T,Empire Interactive
Ghost Trick Phantom Detective,83,8.9," Adventure General General ",T,Capcom
Ghostbusters The Video Game,78,7.9," Action General General ",T,Atari Atari SA
Giana Sisters Twisted Dreams,77,7.8," Action Platformer Platformer 2D 2D ",NOT PROVIDED,Black Forest Games
Giants Citizen Kabuto,79,6.9," Action Shooter Third-Person Sci-Fi ",T,Interplay
Gigantic,76,8.1," Strategy Real-Time MOBA ",T,Motiga
Gish,80,7.1," Action Platformer 2D Platformer 2D ",T,GarageGames
Gitaroo Man,82,8.7," Miscellaneous Rhythm Music ",E,Koei
Gitaroo Man Lives,80,8.5," Action Miscellaneous Rhythm Music Music ",E,Koei
Gladius,78,8," Strategy Turn-Based Fantasy ",T,LucasArts
Global Operations,79,8.3," Action Shooter Shooter First-Person Tactical Modern ",M,Crave
GNOG,77,6.5," Adventure General ",E10+,KO-OP Double Fine Presents
GoD Factory Wingmen,76,6.5," Simulation Sci-Fi Space Small Spaceship Combat ",T,Bandai Namco Games
God of War,94,8.9," Action Adventure Fantasy ",M,SCEA
God of War Ascension,80,7.6," Action Adventure Fantasy Fantasy Linear ",M,SCEA
God of War Chains of Olympus,91,8.6," Action Adventure Fantasy Fantasy Linear ",M,SCEA
God of War Collection,91,8.7," Miscellaneous Action Adventure Fantasy Compilation Compilation ",M,SCEA
God of War Ghost of Sparta,86,8.4," Action Adventure Fantasy Fantasy Linear ",M,SCEA
God of War II,93,8.9," Action Adventure Fantasy ",M,SCEA
God of War III,92,8.7," Action Adventure Fantasy Fantasy Linear ",M,SCEA
God of War III Remastered,81,8," Action Adventure Linear ",M,SCEA
God of War Origins Collection,84,8.4," Miscellaneous Compilation Compilation ",M,SCEA
Goetia,79,7.6," Adventure Point-and-Click ",NOT PROVIDED,Square Enix
Golden Sun,91,9.1," Role-Playing Console-style RPG ",E,Nintendo
Golden Sun Dark Dawn,79,8.1," Role-Playing Console-style RPG Console-style RPG Japanese-Style ",E10+,Nintendo
Golden Sun The Lost Age,86,9.2," Role-Playing Console-style RPG ",E,Nintendo
GoldenEye 007,96,9.1," Action Shooter First-Person Modern ",T,Nintendo
Golf Story,78,8.6," Action Adventure General ",E,SideBar Games
Gone Home,86,5.4," First-Person Adventure Sci-Fi Sci-Fi 3D ",NOT PROVIDED,The Fullbright Company
Gone Home Console Edition,85,4.5," Adventure 3D First-Person ",M,The Fullbright Company Midnight City Majesco
GoNNER,79,7.6," Action Platformer 2D ",E10+,Raw Fury
Goodbye Deponia,80,7.9," Adventure General General ",NOT PROVIDED,Daedalic Entertainment
Gothic,81,8.7," Role-Playing General General ",T,Xicat Interactive
Gothic II,79,8.9," Role-Playing PC-style RPG Western-Style ",M,Atari Atari SA
Graceful Explosion Machine,77,7.8," Action Shooter Shoot-'Em-Up Horizontal ",E,Vertex Pop
Gradius Collection,76,8.5," Miscellaneous Compilation Compilation ",E,Konami
Gradius Galaxies,78,0," Action Shooter Scrolling ",E,Konami
Gradius V,82,8.6," Action Shooter Scrolling ",T,Konami
Gran Turismo,96,8.6," Driving Racing GT / Street ",E,SCEA
Gran Turismo 2,93,9," Driving Racing GT / Street ",T,SCEA
Gran Turismo 3 ASpec,95,8.4," Driving Racing GT / Street ",E,SCEA
Gran Turismo 4,89,8.6," Driving Racing GT / Street ",E,SCEA
Gran Turismo 5,84,7.8," Simulation Driving Racing GT / Street GT / Street Automobile ",E,SCEA
Gran Turismo 5 Prologue,80,7.1," Simulation Driving Racing GT / Street GT / Street Automobile ",E,SCEA
Gran Turismo 6,81,8.1," Driving Racing Simulation GT / Street GT / Street Automobile ",E,SCEA
Gran Turismo Sport,75,6.1," Racing Simulation Automobile ",E,SCEA Sony Interactive Entertainment
Grand Kingdom,76,8.5," Strategy Turn-Based Tactics ",T,NIS America
Grand Prix 3,87,8," Simulation Driving Racing Formula One Formula One Automobile ",E,Hasbro Interactive
Grand Prix Challenge,76,8.3," Driving Racing Formula One ",E,Atari
Grand Slam Tennis,78,7.5," Sports Traditional Individual Tennis Tennis ",E,Electronic Arts
Grand Theft Auto Chinatown Wars,90,7.4," Action Adventure Modern Modern ",M,Rockstar Games
Grand Theft Auto Double Pack,96,7.9," Miscellaneous Compilation ",M,Rockstar Games
Grand Theft Auto III,97,8.5," Action Adventure Modern ",M,Rockstar Games
Grand Theft Auto IV,98,7.5," Action Adventure Modern Modern ",M,Rockstar Games
Grand Theft Auto IV The Ballad of Gay Tony,89,8.5," Action Adventure Modern Modern ",M,Rockstar Games
Grand Theft Auto IV The Lost and Damned,90,8," Action Adventure Modern Modern ",M,Rockstar Games
Grand Theft Auto Liberty City Stories,78,7.8," Action Adventure Modern ",M,Rockstar Games
Grand Theft Auto Online,80,5.9," Action Adventure Modern Modern ",M,Rockstar Games
Grand Theft Auto San Andreas,95,9," Action Adventure Modern ",M,Rockstar Games
Grand Theft Auto V,97,7.8," Action Adventure Modern ",M,Rockstar Games
Grand Theft Auto Vice City,95,8.7," Action Adventure Modern ",M,Rockstar Games
Grand Theft Auto Vice City Stories,86,8.1," Action Adventure Modern Modern Open-World ",M,Rockstar Games
Grandia,89,6.8," Role-Playing Console-style RPG ",E,SCEA
Grandia II,90,8.6," Role-Playing Console-style RPG ",T,Ubisoft
Grandia II Anniversary Edition,80,8," Role-Playing Japanese-Style ",T,GungHo
Grandia III,77,8.3," Role-Playing Console-style RPG ",T,Square Enix
Gravity Crash Ultra,75,7.2," Action Shooter Scrolling Shoot-'Em-Up Top-Down ",E,Just Add Water
Gravity Ghost,75,7.7," Action General ",NOT PROVIDED,Ivy Games LLC
Gravity Rush,83,8.6," Action Action Adventure Platformer Platformer Open-World 3D 3D ",T,SCEA
Gravity Rush 2,80,8.3," Action Platformer 3D ",T,SCEA SCEI Sony Interactive Entertainment
Gravity Rush Remastered,80,8.3," Action Action Adventure Platformer Open-World 3D ",T,SCEA
Greed Corp,78,6.9," Strategy Turn-Based Modern General Modern ",E,W!Games
Green Day Rock Band,76,8.4," Action Miscellaneous Rhythm Music Music ",T,MTV Games
Greg Hastings Tournament Paintball,74,9," Sports Alternative Other ",T,Activision
Gremlins Inc,75,5.3," Miscellaneous Board / Card Game ",NOT PROVIDED,Yukitama Creative Industries
Grey Goo,77,7.6," Strategy Real-Time General Modern Command ",T,Grey Box
GRID,79,8.1," Simulation Driving Racing GT / Street GT / Street Automobile ",E,Codemasters
GRID 2,78,5.8," Driving Racing Simulation GT / Street GT / Street Automobile ",E,Codemasters
GRID Autosport,78,6.3," Driving Racing Simulation GT / Street Automobile ",E,Codemasters
Grim Dawn,83,8.4," Action RPG Role-Playing Action RPG ",NOT PROVIDED,Crate Entertainment
Grim Fandango,94,9.1," Adventure General Third-Person General Fantasy 3D ",T,LucasArts
Grim Fandango Remastered,80,7.8," General Adventure 3D Third-Person Fantasy ",T,Double Fine Productions
Grim Legends The Forsaken Bride,74,0," Puzzle Hidden Object ",T,Artifex Mundi
GrimGrimoire,79,7.9," Strategy Real-Time Fantasy ",E10+,NIS America
Ground Control,86,8," Strategy Real-Time Sci-Fi Sci-Fi General ",T,Sierra Entertainment
Ground Control Dark Conspiracy,77,6.6," Strategy Real-Time Sci-Fi Sci-Fi General ",T,Sierra Entertainment
Ground Control II Operation Exodus,80,8.7," Strategy Real-Time Sci-Fi Sci-Fi General ",T,Sierra Entertainment
Grow Home,75,7.4," Action Adventure Sandbox Open-World ",NOT PROVIDED,Ubisoft
Growlanser Generations,81,7.7," Role-Playing General ",T,Working Designs
GT Advance 2 Rally Racing,77,6.2," Driving Racing Rally / Offroad ",E,THQ
GT Advance Championship Racing,82,0," Driving Racing GT / Street ",E,THQ
GT Legends,84,8.4," Simulation Driving Racing GT / Street GT / Street Automobile ",E,Viva Media Viva Media LLC
GTR 2,90,8.7," Simulation Driving Racing GT / Street GT / Street Automobile ",E,10tacle Studios
GTR Evolution,83,8.2," Simulation Driving Racing GT / Street GT / Street Automobile ",E,Take-Two Interactive
GTR FIA Racing,85,8.6," Simulation Driving Racing GT / Street Automobile ",E,10tacle Studios
Guacamelee,84,7.6," Action Platformer Platformer 2D 2D ",E10+,DrinkBox Studios
Guacamelee Gold Edition,88,7.3," Action Platformer Platformer 2D 2D ",NOT PROVIDED,DrinkBox Studios
Guacamelee Super Turbo Championship Edition,90,7.6," Action Platformer 2D ",E10+,DrinkBox Studios
Guardian Heroes,83,8.3," Role-Playing Action RPG Action RPG ",T,Sega
Guardians of MiddleEarth,75,7.1," Action General Strategy Real-Time MOBA MOBA ",T,Warner Bros. Interactive Entertainment
Guild Wars,89,8.4," Role-Playing General General Massively Multiplayer ",T,NCSOFT
Guild Wars 2,90,8.1," General Role-Playing Massively Multiplayer Online Massively Multiplayer Fantasy Fantasy ",T,NCSOFT
Guild Wars 2 Heart of Thorns,81,7.3," Role-Playing Massively Multiplayer ",T,NCSOFT
Guild Wars 2 Path of Fire,85,8.1," Role-Playing Massively Multiplayer ",T,ArenaNet
Guild Wars Eye of the North,79,8.5," Role-Playing General General Massively Multiplayer ",T,NCSOFT
Guild Wars Factions,84,8.4," Role-Playing General General Massively Multiplayer ",T,NCSOFT
Guild Wars Nightfall,84,8.6," Role-Playing General General Massively Multiplayer ",T,NCSOFT
Guilty Gear Judgment,77,6.6," Action Fighting 2D 2D Fighting ",T,Majesco Games Majesco
Guilty Gear X,79,7.8," Action Fighting 2D ",T,Sammy Studios
Guilty Gear X2,87,8.6," Action Fighting 2D ",T,Sammy Studios
Guilty Gear X2 Reload,86,7.6," Action Fighting 2D ",T,Majesco Games
Guilty Gear Xrd Rev 2,86,7.8," Action Fighting 2D ",T,Arc System Works Aksys Games
Guilty Gear Xrd REVELATOR,86,8.2," Action Fighting 2D ",T,Aksys Games
Guilty Gear Xrd SIGN,84,7.9," Action Fighting 2D ",T,Aksys Games
Guilty Gear XX Accent Core,77,8.3," Action Fighting 2D ",T,Aksys Games
Guilty Gear XX Accent Core Plus,76,7.3," Action Fighting 2D 2D Fighting ",T,Aksys Games
Guitar Hero,91,8.7," Miscellaneous Rhythm Music ",T,RedOctane
Guitar Hero 5,86,5.8," Action Miscellaneous Rhythm Music Music ",T,Activision
Guitar Hero II,92,8.1," Action Miscellaneous Rhythm Music Music ",T,RedOctane
Guitar Hero III Legends of Rock,79,7.3," Action Miscellaneous Rhythm Music Music ",T,Activision Aspyr
Guitar Hero Live,80,6.1," Action Rhythm Music ",T,Activision
Guitar Hero Metallica,84,8.1," Action Miscellaneous Rhythm Music Music ",T,Activision Activision Blizzard
Guitar Hero Warriors of Rock,77,7.3," Action Miscellaneous Rhythm Music Maker Music Music ",T,Activision
Guitar Hero World Tour,86,7.6," Action Miscellaneous Rhythm Music Music ",T,Activision Activision Blizzard
Gun,77,8.7," Action Adventure Historic ",M,Activision
Gunman Clive,82,8.2," Action General Platformer 2D ",E10+,Horberg Productions
Gunman Clive 2,80,7.8," Action Platformer 2D ",T,Horberg Productions
Gunman Clive HD Collection,86,8.1," Miscellaneous Compilation ",T,Horberg Productions
Gunpoint,83,8.3," Miscellaneous Puzzle General Puzzle General ",NOT PROVIDED,Tom Francis
Gunslugs,81,7.2," Action General ",T,Abstraction Games
Gunstar Super Heroes,83,8.1," Action Shooter Scrolling ",E10+,Sega
Gurumin A Monstrous Adventure,78,7.7," Role-Playing Action RPG Action RPG ",E10+,Mastiff
Guwange,76,8.6," Action Shooter Scrolling Shooter Scrolling Shoot-'Em-Up Vertical ",T,Cave
Gyromancer,75,6.5," Miscellaneous Puzzle Matching Puzzle Puzzle Matching ",T,Square Enix
hackGU Last Recode,75,7.7," Miscellaneous Compilation ",T,Bandai Namco Games
hackInfection Part 1,75,8.3," Role-Playing Action RPG ",T,Bandai
hackMutation Part 2,76,8.5," Role-Playing Action RPG ",T,Bandai
Hacknet,82,7.9," General Miscellaneous General ",NOT PROVIDED,Surprise Attack
Hakuoki Kyoto Winds,83,7.9," Adventure Visual Novel ",M,Idea Factory
Hakuoki Memories of the Shinsengumi,75,7.8," Adventure General General Visual Novel ",M,Aksys Games
Halfbrick Echoes,79,6.8," Action General General ",E,Halfbrick Studios
HalfLife,96,9," Action Shooter First-Person Sci-Fi Sci-Fi Shooter Arcade ",M,Sierra Entertainment
HalfLife 2,96,9.2," Action Shooter First-Person Sci-Fi Sci-Fi Shooter Arcade ",M,VU Games
HalfLife 2 Episode One,87,8.6," Action Shooter First-Person Sci-Fi Sci-Fi Shooter Arcade ",M,EA Games
HalfLife 2 Episode Two,90,9.2," Action Shooter First-Person Sci-Fi Sci-Fi Shooter Arcade ",M,Valve Software
HalfMinute Hero,84,7.8," Role-Playing General General ",E10+,XSEED Games
HalfMinute Hero Super Mega Neo Climax,76,8," Role-Playing Action RPG Action RPG ",E,Microsoft Game Studios
Halo 2,95,8.2," Action Shooter First-Person Sci-Fi ",M,Microsoft Game Studios
Halo 2 Multiplayer Map Pack,89,7.4," Action Shooter First-Person Sci-Fi ",M,Microsoft Game Studios
Halo 3,94,7.8," Action Shooter First-Person Sci-Fi Sci-Fi Shooter Arcade ",M,Microsoft Game Studios
Halo 3 ODST,83,7.2," Action Shooter First-Person Sci-Fi Sci-Fi Shooter Arcade ",M,Microsoft Game Studios
Halo 4,87,7," Action Shooter First-Person Sci-Fi Sci-Fi Shooter Arcade ",M,Microsoft Game Studios
Halo 5 Guardians,84,6.5," Shooter Sci-Fi Sci-Fi Action Shooter First-Person Arcade ",T,Microsoft Game Studios
Halo Combat Evolved,97,8.6," Action Shooter First-Person Sci-Fi ",M,Microsoft Game Studios
Halo Combat Evolved Anniversary,82,8.1," Action Shooter First-Person Sci-Fi Sci-Fi Shooter Arcade ",M,Microsoft Game Studios
Halo Reach,91,8.1," Action Shooter First-Person Sci-Fi Sci-Fi Shooter Arcade ",M,Microsoft Game Studios
Halo The Master Chief Collection,85,7.4," Miscellaneous Compilation Action Shooter First-Person Sci-Fi Arcade ",M,Microsoft Game Studios
Halo Wars,82,7.3," Strategy Real-Time Sci-Fi Sci-Fi General ",T,Microsoft Game Studios
Halo Wars 2,79,5.8," Strategy Real-Time General ",T,Microsoft Game Studios
Halo Wars Definitive Edition,81,6.4," Strategy Real-Time General ",T,Microsoft Game Studios Microsoft
Hamiltons Great Adventure,77,7.4," Adventure General General ",E,Fatshark AB
Hamtaro HamHam Games,77,8.1," Sports General ",E,Nintendo
Hand of Fate,78,7.9," Role-Playing Miscellaneous General Board / Card Game ",T,Defiant Development
Hand of Fate 2,79,7.7," Miscellaneous Board / Card Game ",NOT PROVIDED,Defiant Development
Hard Corps Uprising,76,7.3," Action Shooter Platformer Shooter Scrolling 2D Scrolling Shoot-'Em-Up Vertical ",T,Konami
Harry Potter and the Chamber of Secrets,77,8.2," Action Adventure Fantasy General Fantasy ",E,Electronic Arts
Harvest Moon 64,78,8.8," Strategy Breeding/Constructing ",E,Natsume
Harvest Moon A Wonderful Life,79,8.5," Role-Playing Console-style RPG ",E,Natsume
Harvest Moon Animal Parade,76,8.7," Strategy Breeding/Constructing General Management Breeding/Constructing Business / Tycoon ",E,Natsume
Harvest Moon DS Sunshine Islands,77,7.7," Strategy Breeding/Constructing Management Breeding/Constructing Business / Tycoon ",E,Natsume
Harvest Moon Friends of Mineral Town,81,9.4," Strategy Breeding/Constructing ",E,Natsume
Harvest Moon Magical Melody,83,8.8," Strategy Breeding/Constructing ",E,Natsume
Harvest Moon More Friends of Mineral Town,82,8.7," Strategy Breeding/Constructing ",E,Natsume
